event_date,product_id,product_name,product_category,unit_cost,list_price,selling_price,discount_percent,product_views,add_to_cart_events,checkout_started_events,purchases,units_sold,revenue,gross_margin,inventory_level,stockout_flag,price_increase_occurred
2024-12-10,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,235,21,9,1,2,117.98,60.66,507,False,False
2024-12-11,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,313,26,11,2,2,117.98,60.66,505,False,False
2024-12-12,P0026,Lift Tapered Joggers,joggers,28.66,58.99,53.09,10.0,291,33,12,0,0,0.0,0.0,505,False,False
2024-12-13,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,257,23,9,0,0,0.0,0.0,505,False,False
2024-12-14,P0026,Lift Tapered Joggers,joggers,28.66,58.99,57.02,3.33,314,31,12,3,3,171.07,85.09,502,False,False
2024-12-15,P0026,Lift Tapered Joggers,joggers,28.66,58.99,54.56,7.5,260,27,10,2,2,109.13,51.81,500,False,False
2024-12-16,P0026,Lift Tapered Joggers,joggers,28.66,58.99,47.19,20.0,307,39,17,1,2,94.38,37.06,498,False,False
2024-12-17,P0026,Lift Tapered Joggers,joggers,28.66,58.99,55.06,5.0,321,34,15,4,6,330.34,158.38,492,False,False
2024-12-18,P0026,Lift Tapered Joggers,joggers,28.66,58.99,56.04,3.33,237,22,10,3,4,224.16,109.52,488,False,False
2024-12-19,P0026,Lift Tapered Joggers,joggers,28.66,58.99,53.09,10.0,322,38,15,0,0,0.0,0.0,488,False,False
2024-12-20,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,283,21,9,1,2,117.98,60.66,486,False,False
2024-12-21,P0026,Lift Tapered Joggers,joggers,28.66,58.99,50.14,15.0,411,50,22,1,1,50.14,21.48,485,False,False
2024-12-22,P0026,Lift Tapered Joggers,joggers,28.66,58.99,41.29,30.0,322,55,24,1,1,41.29,12.63,484,False,False
2024-12-23,P0026,Lift Tapered Joggers,joggers,28.66,58.99,47.19,20.0,322,46,20,1,2,94.38,37.06,482,False,False
2024-12-24,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,231,19,7,0,0,0.0,0.0,482,False,False
2024-12-25,P0026,Lift Tapered Joggers,joggers,28.66,58.99,50.14,15.0,239,33,13,1,1,50.14,21.48,481,False,False
2024-12-26,P0026,Lift Tapered Joggers,joggers,28.66,58.99,50.14,15.0,275,29,11,1,1,50.14,21.48,480,False,False
2024-12-27,P0026,Lift Tapered Joggers,joggers,28.66,58.99,51.62,11.67,218,26,11,3,4,206.46,91.82,476,False,False
2024-12-28,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,300,26,11,0,0,0.0,0.0,476,False,False
2024-12-29,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,260,22,9,2,3,176.97,90.99,473,False,False
2024-12-30,P0026,Lift Tapered Joggers,joggers,28.66,58.99,51.62,8.33,373,43,17,3,4,206.46,91.82,469,False,False
2024-12-31,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,231,17,6,1,1,58.99,30.33,468,False,False
2025-01-01,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,161,14,5,1,1,58.99,30.33,505,False,False
2025-01-02,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,224,17,7,0,0,0.0,0.0,505,False,False
2025-01-03,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,196,14,5,1,1,58.99,30.33,504,False,False
2025-01-04,P0026,Lift Tapered Joggers,joggers,28.66,58.99,47.19,20.0,219,30,13,3,5,235.95,92.65,499,False,False
2025-01-05,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,212,17,6,2,2,117.98,60.66,497,False,False
2025-01-06,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,231,21,8,0,0,0.0,0.0,497,False,False
2025-01-07,P0026,Lift Tapered Joggers,joggers,28.66,58.99,41.3,30.0,286,50,22,6,9,371.64,113.7,488,False,False
2025-01-08,P0026,Lift Tapered Joggers,joggers,28.66,58.99,50.14,15.0,235,27,10,2,3,150.42,64.44,485,False,False
2025-01-09,P0026,Lift Tapered Joggers,joggers,28.66,58.99,52.11,11.67,248,26,10,3,3,156.32,70.34,482,False,False
2025-01-10,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,187,16,7,2,2,117.98,60.66,480,False,False
2025-01-11,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,170,13,5,1,2,117.98,60.66,478,False,False
2025-01-12,P0026,Lift Tapered Joggers,joggers,28.66,58.99,51.12,10.0,208,20,8,2,3,153.37,67.39,475,False,False
2025-01-13,P0026,Lift Tapered Joggers,joggers,28.66,58.99,53.09,10.0,233,26,11,2,2,106.18,48.86,473,False,False
2025-01-14,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,165,14,5,1,1,58.99,30.33,472,False,False
2025-01-15,P0026,Lift Tapered Joggers,joggers,28.66,58.99,52.11,11.67,208,23,9,3,3,156.32,70.34,469,False,False
2025-01-16,P0026,Lift Tapered Joggers,joggers,28.66,58.99,53.09,10.0,237,28,12,1,1,53.09,24.43,468,False,False
2025-01-17,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,207,16,6,1,1,58.99,30.33,467,False,False
2025-01-18,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,250,20,8,2,3,176.97,90.99,464,False,False
2025-01-19,P0026,Lift Tapered Joggers,joggers,28.66,58.99,53.83,8.75,288,32,14,4,4,215.31,100.67,460,False,False
2025-01-20,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,233,17,7,2,2,117.98,60.66,458,False,False
2025-01-21,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,198,16,6,1,1,58.99,30.33,457,False,False
2025-01-22,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,198,16,6,1,1,58.99,30.33,456,False,False
2025-01-23,P0026,Lift Tapered Joggers,joggers,28.66,58.99,51.12,12.5,238,30,13,2,3,153.37,67.39,453,False,False
2025-01-24,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,199,14,6,2,2,117.98,60.66,451,False,False
2025-01-25,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,171,15,5,1,1,58.99,30.33,450,False,False
2025-01-26,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,160,12,5,0,0,0.0,0.0,450,False,False
2025-01-27,P0026,Lift Tapered Joggers,joggers,28.66,58.99,47.19,20.0,225,28,13,3,5,235.95,92.65,445,False,False
2025-01-28,P0026,Lift Tapered Joggers,joggers,28.66,58.99,53.09,10.0,191,21,8,1,2,106.18,48.86,443,False,False
2025-01-29,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,151,11,4,1,2,117.98,60.66,441,False,False
2025-01-30,P0026,Lift Tapered Joggers,joggers,28.66,58.99,56.04,5.0,169,15,6,2,2,112.08,54.76,439,False,False
2025-01-31,P0026,Lift Tapered Joggers,joggers,28.66,58.99,57.02,3.33,262,26,11,3,3,171.07,85.09,436,False,False
2025-02-01,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,220,19,7,1,1,58.99,30.33,462,False,False
2025-02-02,P0026,Lift Tapered Joggers,joggers,28.66,58.99,53.09,7.5,205,18,7,2,3,159.27,73.29,459,False,False
2025-02-03,P0026,Lift Tapered Joggers,joggers,28.66,58.99,54.56,7.5,273,30,13,2,2,109.13,51.81,457,False,False
2025-02-04,P0026,Lift Tapered Joggers,joggers,28.66,61.99,49.59,20.0,213,31,12,0,0,0.0,0.0,457,False,True
2025-02-05,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,201,15,6,0,0,0.0,0.0,457,False,False
2025-02-06,P0026,Lift Tapered Joggers,joggers,28.66,58.99,56.04,5.0,243,23,9,3,3,168.12,82.14,454,False,False
2025-02-07,P0026,Lift Tapered Joggers,joggers,28.66,58.99,50.73,11.67,214,27,11,3,5,253.65,110.35,449,False,False
2025-02-08,P0026,Lift Tapered Joggers,joggers,28.66,58.99,47.19,20.0,304,46,21,1,2,94.38,37.06,447,False,False
2025-02-09,P0026,Lift Tapered Joggers,joggers,28.66,58.99,53.09,10.0,233,27,11,1,3,159.27,73.29,444,False,False
2025-02-10,P0026,Lift Tapered Joggers,joggers,28.66,58.99,44.24,25.0,260,43,19,1,1,44.24,15.58,443,False,False
2025-02-11,P0026,Lift Tapered Joggers,joggers,28.66,58.99,47.19,20.0,235,29,12,4,9,424.72,166.78,434,False,False
2025-02-12,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,214,17,6,1,1,58.99,30.33,433,False,False
2025-02-13,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,205,17,6,0,0,0.0,0.0,433,False,False
2025-02-14,P0026,Lift Tapered Joggers,joggers,28.66,58.99,47.19,20.0,216,32,12,1,2,94.38,37.06,431,False,False
2025-02-15,P0026,Lift Tapered Joggers,joggers,28.66,58.99,53.09,10.0,216,22,10,1,3,159.27,73.29,428,False,False
2025-02-16,P0026,Lift Tapered Joggers,joggers,28.66,58.99,48.37,13.33,194,21,8,3,5,241.86,98.56,423,False,False
2025-02-17,P0026,Lift Tapered Joggers,joggers,28.66,58.99,54.56,7.5,216,23,9,2,2,109.13,51.81,421,False,False
2025-02-18,P0026,Lift Tapered Joggers,joggers,28.66,58.99,41.29,30.0,302,46,21,0,0,0.0,0.0,421,False,False
2025-02-19,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,189,14,5,0,0,0.0,0.0,421,False,False
2025-02-20,P0026,Lift Tapered Joggers,joggers,28.66,58.99,56.78,5.0,227,20,7,3,4,227.11,112.47,417,False,False
2025-02-21,P0026,Lift Tapered Joggers,joggers,28.66,58.99,47.19,20.0,266,32,14,3,4,188.76,74.12,413,False,False
2025-02-22,P0026,Lift Tapered Joggers,joggers,28.66,58.99,54.56,7.5,228,24,10,2,2,109.13,51.81,411,False,False
2025-02-23,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,171,14,5,1,3,176.97,90.99,408,False,False
2025-02-24,P0026,Lift Tapered Joggers,joggers,28.66,58.99,41.29,30.0,228,37,15,1,3,123.88,37.9,405,False,False
2025-02-25,P0026,Lift Tapered Joggers,joggers,28.66,58.99,56.04,5.0,153,13,6,2,2,112.08,54.76,403,False,False
2025-02-26,P0026,Lift Tapered Joggers,joggers,28.66,58.99,54.57,7.5,285,27,10,4,4,218.26,103.62,399,False,False
2025-02-27,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,201,17,6,0,0,0.0,0.0,399,False,False
2025-02-28,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,179,14,6,2,3,176.97,90.99,396,False,False
2025-03-01,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,353,29,11,4,4,235.96,121.32,432,False,False
2025-03-02,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,213,19,8,2,3,176.97,90.99,429,False,False
2025-03-03,P0026,Lift Tapered Joggers,joggers,28.66,58.99,57.52,5.0,191,19,7,2,4,230.06,115.42,425,False,False
2025-03-04,P0026,Lift Tapered Joggers,joggers,28.66,58.99,47.19,20.0,233,31,14,0,0,0.0,0.0,425,False,False
2025-03-05,P0026,Lift Tapered Joggers,joggers,28.66,58.99,53.09,10.0,235,23,8,2,2,106.18,48.86,423,False,False
2025-03-06,P0026,Lift Tapered Joggers,joggers,28.66,58.99,56.78,3.75,324,27,10,4,4,227.11,112.47,419,False,False
2025-03-07,P0026,Lift Tapered Joggers,joggers,28.66,58.99,57.02,5.0,245,26,11,2,3,171.07,85.09,416,False,False
2025-03-08,P0026,Lift Tapered Joggers,joggers,28.66,58.99,56.04,7.5,233,25,9,2,3,168.12,82.14,413,False,False
2025-03-09,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,206,16,6,0,0,0.0,0.0,413,False,False
2025-03-10,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,271,19,7,3,4,235.96,121.32,409,False,False
2025-03-11,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,179,14,5,0,0,0.0,0.0,409,False,False
2025-03-12,P0026,Lift Tapered Joggers,joggers,28.66,65.99,58.56,10.0,265,30,11,3,4,234.26,119.62,405,False,True
2025-03-13,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,289,23,9,1,1,58.99,30.33,404,False,False
2025-03-14,P0026,Lift Tapered Joggers,joggers,28.66,58.99,51.12,10.0,267,31,13,3,6,306.75,134.79,398,False,False
2025-03-15,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,274,24,10,3,3,176.97,90.99,395,False,False
2025-03-16,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,176,16,6,0,0,0.0,0.0,395,False,False
2025-03-17,P0026,Lift Tapered Joggers,joggers,28.66,58.99,44.24,25.0,256,35,16,4,5,221.2,77.9,390,False,False
2025-03-18,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,143,11,5,1,1,58.99,30.33,389,False,False
2025-03-19,P0026,Lift Tapered Joggers,joggers,28.66,58.99,53.09,10.0,188,22,8,2,3,159.27,73.29,386,False,False
2025-03-20,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,193,18,6,1,2,117.98,60.66,384,False,False
2025-03-21,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,196,15,6,0,0,0.0,0.0,384,False,False
2025-03-22,P0026,Lift Tapered Joggers,joggers,28.66,58.99,47.19,20.0,251,32,13,1,1,47.19,18.53,383,False,False
2025-03-23,P0026,Lift Tapered Joggers,joggers,28.66,58.99,56.04,5.0,242,21,8,2,2,112.08,54.76,381,False,False
2025-03-24,P0026,Lift Tapered Joggers,joggers,28.66,58.99,53.09,10.0,153,18,7,2,4,212.36,97.72,377,False,False
2025-03-25,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,214,18,8,0,0,0.0,0.0,377,False,False
2025-03-26,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,191,17,6,0,0,0.0,0.0,377,False,False
2025-03-27,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,146,13,5,0,0,0.0,0.0,377,False,False
2025-03-28,P0026,Lift Tapered Joggers,joggers,28.66,58.99,44.24,25.0,233,32,14,1,3,132.73,46.75,374,False,False
2025-03-29,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,232,20,7,1,1,58.99,30.33,373,False,False
2025-03-30,P0026,Lift Tapered Joggers,joggers,28.66,58.99,50.14,15.0,211,24,10,3,4,200.56,85.92,369,False,False
2025-03-31,P0026,Lift Tapered Joggers,joggers,28.66,58.99,53.83,8.33,242,26,11,3,4,215.31,100.67,365,False,False
2025-04-01,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,207,15,6,2,2,117.98,60.66,396,False,False
2025-04-02,P0026,Lift Tapered Joggers,joggers,28.66,58.99,44.24,25.0,198,27,10,1,3,132.73,46.75,393,False,False
2025-04-03,P0026,Lift Tapered Joggers,joggers,28.66,58.99,56.04,5.0,225,23,9,2,2,112.08,54.76,391,False,False
2025-04-04,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,252,21,8,2,2,117.98,60.66,389,False,False
2025-04-05,P0026,Lift Tapered Joggers,joggers,28.66,58.99,56.04,6.25,297,32,12,4,5,280.2,136.9,384,False,False
2025-04-06,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,161,13,5,0,0,0.0,0.0,384,False,False
2025-04-07,P0026,Lift Tapered Joggers,joggers,28.66,58.99,56.04,5.0,245,24,9,3,3,168.12,82.14,381,False,False
2025-04-08,P0026,Lift Tapered Joggers,joggers,28.66,58.99,53.09,10.0,213,23,10,1,2,106.18,48.86,379,False,False
2025-04-09,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,193,15,6,2,5,294.95,151.65,374,False,False
2025-04-10,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,223,18,7,1,1,58.99,30.33,373,False,False
2025-04-11,P0026,Lift Tapered Joggers,joggers,28.66,58.99,52.11,12.5,272,35,16,2,3,156.32,70.34,370,False,False
2025-04-12,P0026,Lift Tapered Joggers,joggers,28.66,58.99,41.29,30.0,218,33,13,1,1,41.29,12.63,369,False,False
2025-04-13,P0026,Lift Tapered Joggers,joggers,28.66,58.99,55.06,6.67,235,21,8,3,3,165.17,79.19,366,False,False
2025-04-14,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,238,17,6,1,1,58.99,30.33,365,False,False
2025-04-15,P0026,Lift Tapered Joggers,joggers,28.66,58.99,51.91,10.0,213,23,8,2,5,259.56,116.26,360,False,False
2025-04-16,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,282,21,7,0,0,0.0,0.0,360,False,False
2025-04-17,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,281,21,8,3,4,235.96,121.32,356,False,False
2025-04-18,P0026,Lift Tapered Joggers,joggers,28.66,58.99,54.27,6.67,260,26,11,3,5,271.35,128.05,351,False,False
2025-04-19,P0026,Lift Tapered Joggers,joggers,28.66,58.99,50.14,15.0,261,32,14,1,1,50.14,21.48,350,False,False
2025-04-20,P0026,Lift Tapered Joggers,joggers,28.66,58.99,53.09,10.0,284,33,12,4,4,212.36,97.72,346,False,False
2025-04-21,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,173,15,6,1,1,58.99,30.33,345,False,False
2025-04-22,P0026,Lift Tapered Joggers,joggers,28.66,58.99,50.14,15.0,222,25,10,3,3,150.42,64.44,342,False,False
2025-04-23,P0026,Lift Tapered Joggers,joggers,28.66,58.99,56.78,5.0,460,47,18,6,8,454.22,224.94,334,False,False
2025-04-24,P0026,Lift Tapered Joggers,joggers,28.66,58.99,53.83,8.75,297,32,13,4,4,215.31,100.67,330,False,False
2025-04-25,P0026,Lift Tapered Joggers,joggers,28.66,58.99,47.19,20.0,234,28,12,1,1,47.19,18.53,329,False,False
2025-04-26,P0026,Lift Tapered Joggers,joggers,28.66,58.99,47.2,15.0,249,27,12,2,3,141.58,55.6,326,False,False
2025-04-27,P0026,Lift Tapered Joggers,joggers,28.66,58.99,54.56,7.5,279,26,9,2,2,109.13,51.81,324,False,False
2025-04-28,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,178,13,5,1,1,58.99,30.33,323,False,False
2025-04-29,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,196,14,6,1,1,58.99,30.33,322,False,False
2025-04-30,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,175,14,5,2,3,176.97,90.99,319,False,False
2025-05-01,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,223,18,7,1,1,58.99,30.33,362,False,False
2025-05-02,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,190,16,6,2,5,294.95,151.65,357,False,False
2025-05-03,P0026,Lift Tapered Joggers,joggers,28.66,58.99,50.14,15.0,248,28,12,1,1,50.14,21.48,356,False,False
2025-05-04,P0026,Lift Tapered Joggers,joggers,28.66,58.99,52.11,11.67,251,28,11,3,3,156.32,70.34,353,False,False
2025-05-05,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,351,30,11,4,7,412.93,212.31,346,False,False
2025-05-06,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,235,20,8,2,4,235.96,121.32,342,False,False
2025-05-07,P0026,Lift Tapered Joggers,joggers,28.66,58.99,53.09,10.0,260,30,13,2,2,106.18,48.86,340,False,False
2025-05-08,P0026,Lift Tapered Joggers,joggers,28.66,58.99,50.14,15.0,251,28,11,1,2,100.28,42.96,338,False,False
2025-05-09,P0026,Lift Tapered Joggers,joggers,28.66,58.99,51.62,11.0,329,38,14,5,6,309.69,137.73,332,False,False
2025-05-10,P0026,Lift Tapered Joggers,joggers,28.66,58.99,45.22,23.33,278,39,16,3,3,135.67,49.69,329,False,False
2025-05-11,P0026,Lift Tapered Joggers,joggers,28.66,58.99,57.02,5.0,314,29,11,4,6,342.14,170.18,323,False,False
2025-05-12,P0026,Lift Tapered Joggers,joggers,28.66,58.99,56.63,3.33,254,24,9,3,5,283.15,139.85,318,False,False
2025-05-13,P0026,Lift Tapered Joggers,joggers,28.66,58.99,50.14,15.0,226,29,12,2,2,100.28,42.96,316,False,False
2025-05-14,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,246,19,7,1,1,58.99,30.33,315,False,False
2025-05-15,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,276,21,8,3,6,353.94,181.98,309,False,False
2025-05-16,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,203,18,7,0,0,0.0,0.0,309,False,False
2025-05-17,P0026,Lift Tapered Joggers,joggers,28.66,58.99,53.58,8.75,291,28,11,4,6,321.49,149.53,303,False,False
2025-05-18,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,222,16,6,1,1,58.99,30.33,302,False,False
2025-05-19,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,255,19,7,1,1,58.99,30.33,301,False,False
2025-05-20,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,234,17,6,1,1,58.99,30.33,300,False,False
2025-05-21,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,218,18,6,0,0,0.0,0.0,300,False,False
2025-05-22,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,199,17,6,1,1,58.99,30.33,299,False,False
2025-05-23,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,170,12,5,1,2,117.98,60.66,297,False,False
2025-05-24,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,272,20,7,3,3,176.97,90.99,294,False,False
2025-05-25,P0026,Lift Tapered Joggers,joggers,28.66,58.99,55.06,5.0,242,20,8,2,3,165.17,79.19,291,False,False
2025-05-26,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,222,19,7,1,3,176.97,90.99,288,False,False
2025-05-27,P0026,Lift Tapered Joggers,joggers,28.66,58.99,47.2,15.0,332,43,17,2,3,141.58,55.6,285,False,False
2025-05-28,P0026,Lift Tapered Joggers,joggers,28.66,58.99,51.91,13.33,205,21,9,3,5,259.55,116.25,280,False,False
2025-05-29,P0026,Lift Tapered Joggers,joggers,28.66,58.99,44.24,25.0,225,34,16,1,1,44.24,15.58,279,False,False
2025-05-30,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,214,16,6,1,1,58.99,30.33,278,False,False
2025-05-31,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.01,2.0,420,40,15,5,6,348.04,176.08,272,False,False
2025-06-01,P0026,Lift Tapered Joggers,joggers,28.66,58.99,57.22,3.0,410,40,17,5,5,286.1,142.8,307,False,False
2025-06-02,P0026,Lift Tapered Joggers,joggers,28.66,58.99,47.19,20.0,266,37,15,2,3,141.57,55.59,304,False,False
2025-06-03,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,192,15,6,1,1,58.99,30.33,303,False,False
2025-06-04,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,296,24,9,2,3,176.97,90.99,300,False,False
2025-06-05,P0026,Lift Tapered Joggers,joggers,28.66,58.99,55.3,6.25,319,35,13,4,4,221.21,106.57,296,False,False
2025-06-06,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,274,20,8,1,1,58.99,30.33,295,False,False
2025-06-07,P0026,Lift Tapered Joggers,joggers,28.66,58.99,53.09,10.0,283,32,14,1,2,106.18,48.86,293,False,False
2025-06-08,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,269,21,8,3,3,176.97,90.99,290,False,False
2025-06-09,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,266,23,8,3,3,176.97,90.99,287,False,False
2025-06-10,P0026,Lift Tapered Joggers,joggers,28.66,58.99,57.02,3.33,265,25,9,3,3,171.07,85.09,284,False,False
2025-06-11,P0026,Lift Tapered Joggers,joggers,28.66,58.99,41.3,30.0,319,53,21,1,2,82.59,25.27,282,False,False
2025-06-12,P0026,Lift Tapered Joggers,joggers,28.66,58.99,56.04,5.0,238,23,8,3,3,168.12,82.14,279,False,False
2025-06-13,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,275,23,9,3,5,294.95,151.65,274,False,False
2025-06-14,P0026,Lift Tapered Joggers,joggers,28.66,58.99,57.73,3.0,407,40,17,5,7,404.08,203.46,267,False,False
2025-06-15,P0026,Lift Tapered Joggers,joggers,28.66,58.99,54.56,7.5,282,31,12,4,4,218.26,103.62,263,False,False
2025-06-16,P0026,Lift Tapered Joggers,joggers,28.66,58.99,51.12,13.33,282,35,14,3,3,153.37,67.39,260,False,False
2025-06-17,P0026,Lift Tapered Joggers,joggers,28.66,58.99,44.83,15.0,326,43,19,2,5,224.16,80.86,255,False,False
2025-06-18,P0026,Lift Tapered Joggers,joggers,28.66,58.99,50.14,15.0,206,22,9,3,4,200.56,85.92,251,False,False
2025-06-19,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,185,16,6,1,2,117.98,60.66,249,False,False
2025-06-20,P0026,Lift Tapered Joggers,joggers,28.66,58.99,51.73,11.88,527,57,24,8,13,672.48,299.9,236,False,False
2025-06-21,P0026,Lift Tapered Joggers,joggers,28.66,58.99,57.52,3.33,468,39,14,6,8,460.12,230.84,228,False,False
2025-06-22,P0026,Lift Tapered Joggers,joggers,28.66,58.99,47.19,20.0,300,44,18,1,2,94.38,37.06,226,False,False
2025-06-23,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,201,15,6,0,0,0.0,0.0,226,False,False
2025-06-24,P0026,Lift Tapered Joggers,joggers,28.66,58.99,53.09,10.0,242,25,9,2,2,106.18,48.86,224,False,False
2025-06-25,P0026,Lift Tapered Joggers,joggers,28.66,58.99,52.11,14.0,310,40,17,5,6,312.64,140.68,218,False,False
2025-06-26,P0026,Lift Tapered Joggers,joggers,28.66,58.99,50.73,14.0,312,34,13,5,5,253.65,110.35,213,False,False
2025-06-27,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,301,22,8,0,0,0.0,0.0,213,False,False
2025-06-28,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,182,16,7,2,3,176.97,90.99,210,False,False
2025-06-29,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,273,22,8,1,3,176.97,90.99,207,False,False
2025-06-30,P0026,Lift Tapered Joggers,joggers,28.66,58.99,57.02,3.33,468,38,14,6,6,342.14,170.18,201,False,False
2025-07-01,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,186,16,7,1,1,58.99,30.33,245,False,False
2025-07-02,P0026,Lift Tapered Joggers,joggers,28.66,58.99,58.99,0.0,275,20,8,3,4,235.96,121.32,241,False,False
2025-07-03,P0026,Lift Tapered Joggers,joggers,28.66,58.99,56.53,6.25,292,30,12,4,6,339.19,167.23,235,False,False
2025-07-04,P0026,Lift Tapered Joggers,joggers,28.66,58.99,50.88,13.33,358,44,19,3,4,203.51,88.87,231,False,False
