customer_id,first_purchase_date,customer_region,acquisition_channel,customer_tenure_days,purchase_frequency,prior_spending,transaction_count,total_spending,average_discount_percent,price_increase_occurred,churned,last_transaction_date
C006531,2024-01-04,uk,paid_social,727,2.01,145.16,4,145.16,10.0,False,False,2025-12-12
C006532,2025-06-12,north_america,direct,202,5.425,153.16,3,153.16,16.67,False,False,2025-11-26
C006533,2024-10-21,europe,paid_social,436,5.026,224.43,6,224.43,10.83,True,False,2025-11-28
C006534,2025-04-09,uk,organic_search,266,6.866,408.51,5,408.51,12.0,False,False,2025-11-04
C006535,2024-07-24,north_america,paid_social,525,1.391,123.98,2,123.98,0.0,False,False,2025-11-25
C006536,2024-09-11,rest_of_world,influencer,476,3.837,265.23,5,265.23,15.0,True,False,2025-10-10
C006537,2024-10-20,europe,influencer,437,4.179,233.55,5,233.55,7.0,True,False,2025-12-05
C006538,2024-06-04,rest_of_world,paid_social,575,1.27,67.98,2,67.98,5.0,False,False,2024-11-16
C006539,2024-04-17,uk,paid_social,623,3.518,278.37,6,278.37,7.5,True,False,2025-11-09
C006540,2025-01-07,uk,paid_social,358,4.081,252.9,4,252.9,7.5,True,False,2025-11-19
C006541,2025-07-22,north_america,paid_social,162,4.509,86.23,2,86.23,12.5,True,False,2025-09-04
C006542,2025-10-04,uk,direct,88,4.0,59.99,1,59.99,0.0,False,False,2025-10-04
C006543,2025-05-01,uk,organic_search,244,1.497,35.99,1,35.99,10.0,False,False,2025-05-01
C006544,2025-03-27,north_america,organic_search,279,3.927,253.06,3,253.06,11.67,False,False,2025-12-07
C006545,2024-11-01,uk,email,425,4.297,241.93,5,241.93,8.0,False,False,2025-12-21
C006546,2025-02-28,north_america,paid_social,306,3.581,291.96,3,291.96,0.0,False,False,2025-07-29
C006547,2024-03-29,uk,email,642,2.845,281.73,5,281.73,2.0,False,False,2025-08-16
C006548,2025-07-15,uk,influencer,169,4.322,94.98,2,94.98,0.0,False,False,2025-10-23
C006549,2025-04-25,north_america,direct,250,2.922,52.38,2,52.38,7.5,False,False,2025-11-07
C006550,2025-11-23,north_america,paid_social,38,8.0,150.27,2,150.27,10.0,False,False,2025-12-21
C006551,2024-03-21,north_america,influencer,650,1.686,157.97,3,157.97,3.33,False,False,2025-11-12
C006552,2025-02-05,north_america,organic_search,329,2.22,104.28,2,104.28,7.5,True,False,2025-08-22
C006553,2025-10-23,uk,email,69,8.0,125.07,2,125.07,17.5,True,False,2025-12-03
C006554,2024-10-06,north_america,paid_social,451,2.43,214.3,3,214.3,8.33,False,True,2025-03-19
C006555,2025-02-09,asia_pacific,email,325,6.743,399.42,6,399.42,1.67,True,False,2025-11-08
C006556,2025-04-29,uk,organic_search,246,7.424,449.33,5,449.33,14.0,False,False,2025-12-16
C006557,2025-03-19,europe,affiliate,287,2.545,156.98,2,156.98,12.5,False,False,2025-12-05
C006558,2024-04-01,north_america,email,639,0.572,107.18,1,107.18,20.0,False,False,2024-04-01
C006559,2025-09-22,uk,influencer,100,7.305,168.42,2,168.42,7.5,False,False,2025-12-27
C006560,2024-01-19,uk,influencer,712,2.565,292.93,5,292.93,8.0,True,False,2025-12-05
C006561,2025-07-24,asia_pacific,organic_search,160,4.566,185.27,2,185.27,15.0,True,True,2025-10-07
C006562,2024-07-12,rest_of_world,email,537,2.041,133.16,3,133.16,6.67,True,False,2025-04-24
C006563,2025-08-03,uk,influencer,150,4.87,257.55,2,257.55,10.0,True,False,2025-09-07
C006564,2025-07-15,north_america,influencer,169,8.645,303.34,4,303.34,3.75,False,False,2025-12-25
C006565,2024-04-20,north_america,direct,620,2.356,192.31,4,192.31,8.75,False,False,2025-12-11
C006566,2025-09-25,north_america,influencer,97,3.765,107.97,1,107.97,0.0,False,False,2025-09-25
C006567,2024-03-02,north_america,paid_social,669,1.092,153.98,2,153.98,0.0,True,True,2024-12-07
C006568,2024-06-14,rest_of_world,direct,565,1.939,192.97,3,192.97,3.33,False,False,2025-10-29
C006569,2024-09-30,europe,direct,457,7.193,599.77,9,599.77,13.89,False,False,2025-11-13
C006570,2025-02-11,uk,influencer,323,2.262,74.98,2,74.98,0.0,False,False,2025-10-25
C006571,2025-10-06,uk,influencer,86,4.0,24.49,1,24.49,30.0,False,False,2025-10-06
C006572,2025-02-13,north_america,influencer,321,1.138,58.99,1,58.99,0.0,False,False,2025-02-13
C006573,2025-05-30,asia_pacific,paid_social,215,1.699,50.39,1,50.39,10.0,False,False,2025-05-30
C006574,2025-01-28,north_america,affiliate,337,4.335,167.26,4,167.26,7.5,False,False,2025-11-20
C006575,2025-09-14,europe,influencer,108,6.764,61.68,2,61.68,15.0,False,False,2025-12-03
C006576,2024-04-13,asia_pacific,direct,627,4.078,329.33,7,329.33,4.29,False,False,2025-09-03
C006577,2024-04-30,north_america,paid_social,610,1.796,95.22,3,95.22,16.67,False,True,2025-03-11
C006578,2024-11-11,asia_pacific,paid_social,415,4.401,205.44,5,205.44,17.0,True,False,2025-12-24
C006579,2025-05-19,uk,direct,226,1.616,50.39,1,50.39,10.0,False,False,2025-05-19
C006580,2024-07-09,uk,influencer,540,6.764,550.36,10,550.36,2.5,False,False,2025-12-26
C006581,2024-03-09,uk,email,662,1.655,154.36,3,154.36,20.0,False,False,2025-09-21
C006582,2025-07-06,europe,direct,178,4.104,106.97,2,106.97,0.0,False,False,2025-08-01
C006583,2024-11-05,asia_pacific,paid_social,421,6.941,398.41,8,398.41,7.5,True,False,2025-10-11
C006584,2025-10-30,rest_of_world,direct,62,4.0,66.99,1,66.99,0.0,False,False,2025-10-30
C006585,2025-01-23,north_america,paid_social,342,4.272,157.26,4,157.26,3.75,True,False,2025-12-09
C006586,2024-03-26,europe,influencer,645,1.133,77.98,2,77.98,0.0,False,False,2024-07-10
C006587,2024-11-28,europe,email,398,3.671,215.65,4,215.65,18.75,True,False,2025-07-19
C006588,2025-04-02,europe,organic_search,273,5.352,201.41,4,201.41,17.5,False,False,2025-10-04
C006589,2025-04-12,uk,paid_social,263,5.555,280.45,4,280.45,8.75,False,False,2025-11-22
C006590,2024-01-01,rest_of_world,influencer,730,3.002,299.08,6,299.08,17.5,True,False,2025-08-30
C006591,2025-10-18,uk,influencer,74,4.0,88.18,1,88.18,10.0,False,False,2025-10-18
C006592,2025-04-08,asia_pacific,paid_social,267,2.736,139.27,2,139.27,7.5,False,False,2025-08-03
C006593,2025-10-28,uk,paid_social,64,12.0,283.35,3,283.35,11.67,False,False,2025-12-28
C006594,2025-02-27,rest_of_world,paid_social,307,5.949,290.43,5,290.43,14.0,True,False,2025-12-05
C006595,2025-01-31,north_america,organic_search,334,7.655,317.52,7,317.52,10.0,False,True,2025-12-19
C006596,2024-11-09,north_america,organic_search,417,5.255,247.83,6,247.83,15.0,True,False,2025-10-21
C006597,2024-01-05,asia_pacific,paid_social,726,1.509,109.97,3,109.97,0.0,False,False,2025-10-16
C006598,2025-07-17,rest_of_world,direct,167,8.749,280.44,4,280.44,6.25,True,False,2025-11-09
C006599,2025-08-03,north_america,influencer,150,7.305,159.87,3,159.87,3.33,True,False,2025-12-19
C006600,2024-11-11,europe,influencer,415,7.921,492.04,9,492.04,7.22,False,False,2025-12-14
C006601,2024-11-30,rest_of_world,paid_social,396,0.922,70.99,1,70.99,0.0,True,False,2024-11-30
C006602,2025-05-28,north_america,influencer,217,1.683,69.99,1,69.99,0.0,True,False,2025-05-28
C006603,2025-01-24,north_america,direct,341,2.142,112.98,2,112.98,0.0,False,False,2025-03-15
C006604,2024-12-11,rest_of_world,influencer,385,8.538,459.6,9,459.6,11.67,True,False,2025-12-10
C006605,2024-02-14,north_america,paid_social,686,3.727,495.9,7,495.9,0.0,False,False,2025-12-05
C006606,2024-03-13,uk,paid_social,658,2.775,300.04,5,300.04,10.0,True,False,2025-11-26
C006607,2024-08-27,asia_pacific,organic_search,491,5.951,461.99,8,461.99,8.12,False,False,2025-08-27
C006608,2024-05-22,north_america,paid_social,588,3.727,249.38,6,249.38,12.5,True,False,2025-12-18
C006609,2024-07-28,uk,direct,521,3.505,278.23,5,278.23,2.0,True,False,2025-09-12
C006610,2024-03-10,uk,paid_social,661,1.658,71.17,3,71.17,3.33,False,False,2025-03-28
C006611,2025-04-25,asia_pacific,paid_social,250,5.844,235.15,4,235.15,11.25,False,False,2025-09-14
C006612,2025-04-24,north_america,influencer,251,7.276,430.61,5,430.61,3.0,False,False,2025-12-12
C006613,2024-10-27,uk,organic_search,430,2.548,186.93,3,186.93,0.0,False,False,2025-08-24
C006614,2024-04-16,uk,direct,624,4.097,629.69,7,629.69,3.57,True,False,2025-12-16
C006615,2025-02-16,uk,paid_social,318,4.594,246.85,4,246.85,2.5,False,False,2025-11-21
C006616,2025-10-13,uk,organic_search,79,8.0,147.98,2,147.98,5.0,False,False,2025-12-29
C006617,2024-06-26,asia_pacific,organic_search,553,5.284,486.82,8,486.82,12.5,False,False,2025-12-28
C006618,2024-03-27,north_america,organic_search,644,2.836,414.83,5,414.83,9.0,False,True,2025-11-01
C006619,2025-02-24,uk,paid_social,310,1.178,65.98,1,65.98,0.0,False,False,2025-02-24
C006620,2025-03-27,uk,email,279,2.618,74.98,2,74.98,12.5,False,False,2025-08-07
C006621,2025-06-16,uk,affiliate,198,3.689,87.98,2,87.98,0.0,False,True,2025-12-10
C006622,2025-12-01,rest_of_world,direct,30,4.0,23.99,1,23.99,0.0,False,False,2025-12-01
C006623,2024-04-27,rest_of_world,organic_search,613,2.979,228.63,5,228.63,2.0,True,False,2025-12-20
C006624,2024-01-15,rest_of_world,direct,716,4.591,468.04,9,468.04,6.11,True,False,2025-12-01
C006625,2025-02-24,asia_pacific,paid_social,310,3.535,100.97,3,100.97,15.0,False,False,2025-11-29
C006626,2024-05-11,north_america,email,599,4.878,512.9,8,512.9,13.75,True,False,2025-08-30
C006627,2024-11-18,north_america,paid_social,408,3.581,244.46,4,244.46,3.75,False,False,2025-12-19
C006628,2025-03-20,north_america,organic_search,286,5.108,361.44,4,361.44,6.25,False,False,2025-10-05
C006629,2025-09-26,uk,email,96,3.805,35.99,1,35.99,0.0,False,False,2025-09-26
C006630,2025-11-21,asia_pacific,direct,40,8.0,87.08,2,87.08,5.0,False,False,2025-12-23
C006631,2024-02-24,uk,influencer,676,1.621,115.96,3,115.96,3.33,True,False,2025-05-27
C006632,2025-02-10,north_america,organic_search,324,9.019,582.34,8,582.34,5.62,True,True,2025-12-28
C006633,2024-12-10,north_america,direct,386,3.785,253.85,4,253.85,10.0,False,False,2025-12-04
C006634,2024-04-07,north_america,organic_search,633,4.039,287.17,7,287.17,8.57,False,False,2025-12-22
C006635,2025-04-24,north_america,direct,251,1.455,87.98,1,87.98,0.0,False,False,2025-04-24
C006636,2025-06-28,uk,organic_search,186,3.927,86.68,2,86.68,15.0,False,False,2025-11-05
C006637,2024-09-18,north_america,affiliate,469,3.115,193.96,4,193.96,0.0,False,False,2025-11-14
C006638,2024-03-21,europe,email,650,1.124,78.93,2,78.93,7.5,False,False,2024-08-12
C006639,2024-11-04,europe,paid_social,422,5.193,298.63,6,298.63,8.33,False,False,2025-07-29
C006640,2025-08-25,uk,direct,128,11.414,465.13,4,465.13,5.0,False,False,2025-12-15
C006641,2024-01-17,europe,affiliate,714,3.069,496.9,6,496.9,4.17,False,False,2025-08-22
C006642,2024-09-09,uk,paid_social,478,2.292,158.76,3,158.76,13.33,False,False,2025-01-30
C006643,2025-10-06,uk,paid_social,86,4.0,33.99,1,33.99,0.0,False,False,2025-10-06
C006644,2024-10-01,asia_pacific,influencer,456,4.005,287.93,5,287.93,6.0,False,False,2025-12-25
C006645,2024-02-01,rest_of_world,organic_search,699,1.045,140.98,2,140.98,0.0,False,True,2024-11-17
C006646,2024-03-13,north_america,organic_search,658,5.551,557.14,10,557.14,12.5,False,False,2025-12-19
C006647,2024-09-19,uk,influencer,468,3.122,194.46,4,194.46,2.5,False,False,2025-10-20
C006648,2025-08-07,north_america,paid_social,146,5.003,51.98,2,51.98,0.0,False,False,2025-09-11
C006649,2024-10-06,north_america,affiliate,451,4.049,354.94,5,354.94,10.0,False,False,2025-11-15
C006650,2024-03-10,asia_pacific,paid_social,661,3.315,307.11,6,307.11,5.83,False,False,2025-07-22
C006651,2025-06-23,asia_pacific,paid_social,191,7.649,214.54,4,214.54,10.0,True,True,2025-10-02
C006652,2025-07-22,north_america,email,162,2.255,39.99,1,39.99,0.0,False,True,2025-07-22
C006653,2024-02-22,europe,influencer,678,2.694,277.94,5,277.94,9.0,False,False,2025-11-20
C006654,2025-03-02,uk,affiliate,304,1.201,83.99,1,83.99,0.0,False,False,2025-03-02
C006655,2024-11-19,north_america,influencer,407,2.692,140.17,3,140.17,6.67,False,False,2025-12-26
C006656,2024-03-26,europe,paid_social,645,4.53,533.89,8,533.89,6.88,False,False,2025-11-21
C006657,2025-08-03,uk,influencer,150,7.305,249.06,3,249.06,13.33,False,False,2025-12-08
C006658,2025-02-23,uk,direct,311,3.523,104.97,3,104.97,10.0,False,False,2025-12-01
C006659,2024-08-31,uk,email,487,6.0,434.08,8,434.08,15.0,False,False,2025-12-19
C006660,2025-06-12,north_america,organic_search,202,7.233,151.75,4,151.75,2.5,False,False,2025-11-22
C006661,2024-07-14,europe,direct,535,2.731,244.53,4,244.53,8.75,True,False,2025-12-30
C006662,2025-01-17,uk,email,348,1.05,56.99,1,56.99,0.0,False,False,2025-01-17
C006663,2025-08-19,north_america,email,134,5.451,350.56,2,350.56,7.5,True,False,2025-12-03
C006664,2025-08-03,europe,paid_social,150,7.305,121.97,3,121.97,0.0,True,False,2025-12-06
C006665,2025-04-05,north_america,paid_social,270,8.117,346.73,6,346.73,11.67,False,False,2025-12-21
C006666,2024-02-27,uk,email,673,4.884,472.65,9,472.65,6.11,True,False,2025-11-09
C006667,2025-09-11,asia_pacific,direct,111,6.581,84.38,2,84.38,5.0,False,False,2025-10-22
C006668,2025-06-27,europe,paid_social,187,3.906,141.76,2,141.76,20.0,False,False,2025-11-07
C006669,2024-07-17,north_america,influencer,532,2.06,318.93,3,318.93,0.0,False,False,2025-02-19
C006670,2025-11-28,north_america,influencer,33,4.0,61.18,1,61.18,10.0,False,False,2025-11-28
C006671,2024-10-05,europe,organic_search,452,2.424,153.77,3,153.77,3.33,False,False,2025-07-26
C006672,2024-09-28,uk,paid_social,459,3.183,263.25,4,263.25,12.5,True,False,2025-06-02
C006673,2024-02-06,north_america,direct,694,4.737,549.68,9,549.68,6.11,False,False,2025-11-12
C006674,2025-03-16,uk,influencer,290,6.297,280.68,5,280.68,5.0,True,False,2025-11-11
C006675,2025-07-03,north_america,email,181,2.018,49.49,1,49.49,10.0,False,False,2025-07-03
C006676,2024-01-26,uk,email,705,2.072,188.44,4,188.44,13.75,False,False,2025-10-10
C006677,2024-10-12,asia_pacific,paid_social,445,4.104,352.72,5,352.72,13.0,False,False,2025-12-14
C006678,2025-07-12,europe,affiliate,172,6.371,255.53,3,255.53,10.0,False,False,2025-09-06
C006679,2025-05-01,north_america,direct,244,2.994,110.97,2,110.97,0.0,False,False,2025-10-31
C006680,2024-08-08,north_america,paid_social,510,4.297,290.91,6,290.91,5.0,True,False,2025-08-06
C006681,2024-09-04,uk,direct,483,3.025,180.85,4,180.85,10.0,False,False,2025-02-20
C006682,2024-07-01,asia_pacific,affiliate,548,3.333,272.24,5,272.24,17.0,False,False,2025-11-20
C006683,2025-03-04,uk,influencer,302,3.628,100.87,3,100.87,5.0,False,False,2025-12-25
C006684,2024-01-04,north_america,paid_social,727,5.024,695.75,10,695.75,7.5,True,False,2025-12-06
C006685,2025-10-29,europe,direct,63,8.0,128.77,2,128.77,15.0,False,False,2025-12-09
C006686,2025-09-03,north_america,paid_social,119,9.208,130.97,3,130.97,0.0,True,False,2025-11-30
C006687,2024-06-15,uk,direct,564,1.295,108.77,2,108.77,7.5,True,False,2024-07-26
C006688,2025-08-27,rest_of_world,influencer,126,8.696,170.12,3,170.12,13.33,False,False,2025-12-27
C006689,2025-01-26,europe,paid_social,339,5.387,276.13,5,276.13,11.0,True,False,2025-10-30
C006690,2024-07-10,uk,paid_social,539,2.711,270.76,4,270.76,5.0,False,True,2025-12-22
C006691,2025-07-31,europe,influencer,153,7.162,145.72,3,145.72,8.33,False,False,2025-09-30
C006692,2025-02-05,europe,paid_social,329,6.661,487.7,6,487.7,4.17,True,False,2025-11-21
C006693,2024-06-05,asia_pacific,paid_social,574,3.818,540.9,6,540.9,5.0,True,False,2025-12-21
C006694,2025-01-09,north_america,influencer,356,3.078,144.96,3,144.96,6.67,False,False,2025-08-28
C006695,2024-04-29,rest_of_world,influencer,611,2.391,263.15,4,263.15,2.5,False,False,2025-12-14
C006696,2025-07-17,europe,email,167,4.374,64.98,2,64.98,0.0,False,False,2025-12-31
C006697,2024-12-18,north_america,direct,378,2.899,103.27,3,103.27,5.0,False,False,2025-11-21
C006698,2025-08-18,uk,paid_social,135,5.411,59.58,2,59.58,5.0,False,False,2025-10-26
C006699,2025-10-30,north_america,organic_search,62,4.0,83.98,1,83.98,0.0,False,False,2025-10-30
C006700,2025-05-17,rest_of_world,paid_social,228,1.602,41.99,1,41.99,0.0,False,False,2025-05-17
C006701,2024-09-22,rest_of_world,paid_social,465,3.142,217.69,4,217.69,13.75,True,True,2025-08-25
C006702,2024-07-20,north_america,organic_search,529,3.452,310.9,5,310.9,12.0,False,False,2025-11-06
C006703,2024-07-02,north_america,email,547,5.342,383.08,8,383.08,13.75,True,False,2025-12-21
C006704,2025-01-26,north_america,direct,339,4.31,198.61,4,198.61,3.75,False,False,2025-11-26
C006705,2024-11-28,north_america,affiliate,398,4.589,314.68,5,314.68,15.0,True,False,2025-09-14
C006706,2025-02-20,uk,organic_search,314,5.816,463.52,5,463.52,7.0,False,False,2025-11-29
C006707,2024-05-15,uk,email,595,3.683,385.13,6,385.13,7.5,True,False,2025-04-14
C006708,2025-05-28,europe,organic_search,217,1.683,29.69,1,29.69,10.0,False,True,2025-05-28
C006709,2025-10-16,uk,email,76,12.0,167.17,3,167.17,6.67,False,False,2025-12-29
C006710,2024-12-24,north_america,organic_search,372,4.909,238.19,5,238.19,11.0,False,False,2025-11-25
C006711,2025-01-13,europe,paid_social,352,1.038,56.79,1,56.79,20.0,False,False,2025-01-13
C006712,2025-01-18,uk,direct,347,5.263,250.14,5,250.14,8.0,False,False,2025-11-21
C006713,2024-07-19,asia_pacific,paid_social,530,4.824,241.68,7,241.68,10.0,True,False,2025-12-15
C006714,2025-04-19,europe,paid_social,256,4.28,101.87,3,101.87,11.67,False,True,2025-08-03
C006715,2024-10-11,north_america,paid_social,446,2.457,338.15,3,338.15,5.0,False,False,2025-11-14
C006716,2024-09-09,uk,organic_search,478,2.292,192.96,3,192.96,0.0,True,False,2025-04-24
C006717,2024-05-10,rest_of_world,direct,600,6.088,732.1,10,732.1,10.0,False,False,2025-12-03
C006718,2024-09-25,north_america,paid_social,462,1.581,223.96,2,223.96,0.0,False,False,2025-11-08
C006719,2025-06-12,europe,organic_search,202,3.616,75.98,2,75.98,0.0,False,False,2025-07-09
C006720,2024-05-25,north_america,email,585,3.746,250.94,6,250.94,9.17,True,False,2025-10-03
C006721,2025-09-21,europe,organic_search,101,3.616,32.99,1,32.99,0.0,True,False,2025-09-21
C006722,2025-06-21,uk,paid_social,193,1.892,60.29,1,60.29,10.0,False,False,2025-06-21
C006723,2024-12-05,north_america,organic_search,391,3.737,230.95,4,230.95,12.5,False,False,2025-05-22
C006724,2024-11-03,north_america,affiliate,423,2.59,242.3,3,242.3,16.67,False,False,2025-11-13
C006725,2024-05-23,europe,paid_social,587,6.222,515.59,10,515.59,9.0,True,False,2025-12-16
C006726,2024-02-15,north_america,paid_social,685,1.6,325.15,3,325.15,11.67,False,False,2025-01-13
C006727,2024-05-21,europe,organic_search,589,2.48,172.66,4,172.66,2.5,True,True,2025-11-17
C006728,2024-04-20,europe,direct,620,4.713,302.82,8,302.82,6.25,False,False,2025-07-04
C006729,2025-04-07,north_america,influencer,268,6.814,212.65,5,212.65,5.0,False,False,2025-12-23
C006730,2025-03-17,uk,paid_social,289,6.319,578.08,5,578.08,2.0,False,False,2025-11-22
C006731,2025-03-12,north_america,paid_social,294,2.485,70.17,2,70.17,15.0,True,False,2025-11-26
C006732,2024-03-04,europe,affiliate,667,4.381,569.45,8,569.45,9.38,True,False,2025-12-23
C006733,2025-04-02,europe,affiliate,273,5.352,181.76,4,181.76,8.75,False,False,2025-11-23
C006734,2024-06-27,uk,influencer,552,8.602,703.83,13,703.83,10.0,True,False,2025-12-01
C006735,2025-07-12,uk,paid_social,172,2.124,93.99,1,93.99,0.0,False,False,2025-07-12
C006736,2025-05-28,north_america,organic_search,217,3.366,81.98,2,81.98,0.0,False,False,2025-08-03
C006737,2024-05-02,uk,paid_social,608,6.608,616.07,11,616.07,8.64,True,False,2025-11-12
C006738,2024-02-29,north_america,email,671,4.355,545.18,8,545.18,9.38,True,False,2025-10-30
C006739,2024-07-09,asia_pacific,influencer,540,1.353,76.68,2,76.68,15.0,False,False,2024-07-30
C006740,2025-03-24,uk,paid_social,282,6.476,241.45,5,241.45,2.0,False,False,2025-09-30
C006741,2024-04-29,europe,paid_social,611,2.391,271.84,4,271.84,10.0,False,False,2025-06-03
C006742,2024-10-13,rest_of_world,organic_search,444,6.581,407.62,8,407.62,8.12,False,False,2025-12-29
C006743,2025-08-09,uk,email,144,5.073,214.8,2,214.8,7.5,False,False,2025-11-15
C006744,2024-07-13,europe,direct,536,3.407,334.64,5,334.64,9.0,True,False,2025-11-02
C006745,2025-09-12,uk,influencer,110,3.32,80.99,1,80.99,10.0,False,False,2025-09-12
C006746,2025-06-12,rest_of_world,organic_search,202,5.425,138.47,3,138.47,13.33,False,False,2025-12-14
C006747,2025-10-14,uk,affiliate,78,4.0,28.79,1,28.79,10.0,False,False,2025-10-14
C006748,2025-11-30,north_america,organic_search,31,4.0,30.99,1,30.99,0.0,False,False,2025-11-30
C006749,2024-09-02,north_america,paid_social,485,1.506,209.57,2,209.57,10.0,False,False,2025-09-20
C006750,2024-05-03,asia_pacific,affiliate,607,4.814,496.23,8,496.23,11.88,False,False,2025-11-21
C006751,2024-05-23,uk,affiliate,587,2.489,287.99,4,287.99,15.0,False,False,2025-06-27
C006752,2024-08-28,north_america,influencer,490,2.236,147.57,3,147.57,11.67,False,False,2025-09-21
C006753,2025-04-02,uk,email,273,9.365,318.91,7,318.91,8.57,False,False,2025-12-21
C006754,2025-04-21,europe,email,254,7.19,192.3,5,192.3,14.0,False,False,2025-12-25
C006755,2025-08-04,uk,influencer,149,4.903,68.03,2,68.03,7.5,False,False,2025-09-18
C006756,2025-05-29,north_america,direct,216,3.382,59.08,2,59.08,17.5,False,False,2025-06-20
C006757,2025-03-10,uk,email,296,3.702,115.97,3,115.97,0.0,False,False,2025-11-20
C006758,2024-01-16,north_america,affiliate,715,1.022,156.56,2,156.56,5.0,False,True,2024-09-06
C006759,2025-11-19,north_america,email,42,8.0,85.97,2,85.97,7.5,False,False,2025-12-22
C006760,2024-09-20,europe,organic_search,467,3.911,354.92,5,354.92,5.0,False,False,2025-09-22
C006761,2025-11-06,europe,paid_social,55,4.0,58.99,1,58.99,0.0,False,False,2025-11-06
C006762,2024-11-08,uk,paid_social,418,6.117,276.82,7,276.82,14.29,False,False,2025-12-11
C006763,2024-07-14,north_america,paid_social,535,2.731,247.85,4,247.85,12.5,False,False,2025-11-21
C006764,2024-05-30,uk,direct,580,3.778,315.02,6,315.02,19.17,False,False,2025-11-02
C006765,2024-06-17,europe,paid_social,562,3.899,375.62,6,375.62,2.5,False,False,2025-11-23
C006766,2025-05-20,north_america,influencer,225,3.247,103.58,2,103.58,5.0,False,False,2025-09-21
C006767,2024-12-25,north_america,email,371,2.954,135.97,3,135.97,0.0,True,False,2025-06-17
C006768,2025-09-30,uk,affiliate,92,11.91,192.05,3,192.05,5.0,False,True,2025-12-16
C006769,2024-05-11,north_america,organic_search,599,3.659,414.89,6,414.89,6.67,False,False,2025-11-05
C006770,2024-02-18,europe,organic_search,682,1.071,59.18,2,59.18,10.0,False,False,2025-11-02
C006771,2024-08-05,uk,affiliate,513,2.136,222.61,3,222.61,15.0,True,False,2025-04-02
C006772,2024-02-25,europe,organic_search,675,2.164,192.75,4,192.75,7.5,False,False,2025-06-21
C006773,2024-04-17,europe,organic_search,623,0.586,32.38,1,32.38,10.0,False,False,2024-04-17
C006774,2024-11-01,asia_pacific,organic_search,425,2.578,167.17,3,167.17,6.67,False,False,2025-04-22
C006775,2024-10-13,rest_of_world,influencer,444,0.823,104.97,1,104.97,0.0,False,False,2024-10-13
C006776,2024-02-18,north_america,paid_social,682,2.142,120.96,4,120.96,15.0,True,False,2024-11-26
C006777,2024-03-25,uk,organic_search,646,2.827,221.83,5,221.83,3.0,False,False,2025-11-03
C006778,2024-11-17,north_america,direct,409,3.572,250.6,4,250.6,3.75,True,False,2025-12-02
C006779,2024-01-23,uk,organic_search,708,4.643,514.48,9,514.48,10.0,True,False,2025-11-17
C006780,2025-02-16,asia_pacific,paid_social,318,3.446,95.17,3,95.17,13.33,False,False,2025-08-09
C006781,2025-05-07,uk,influencer,238,1.535,53.99,1,53.99,10.0,False,False,2025-05-07
C006782,2024-11-25,uk,paid_social,401,2.733,206.36,3,206.36,6.67,False,False,2025-10-26
C006783,2024-05-17,north_america,organic_search,593,4.312,446.99,7,446.99,2.14,False,False,2025-12-19
C006784,2025-07-12,north_america,paid_social,172,2.124,83.98,1,83.98,0.0,False,False,2025-07-12
C006785,2024-10-13,europe,paid_social,444,2.468,106.27,3,106.27,3.33,False,False,2025-10-17
C006786,2024-09-03,uk,paid_social,484,6.037,521.94,8,521.94,13.75,False,False,2025-12-08
C006787,2025-04-16,north_america,organic_search,259,4.231,402.64,3,402.64,15.0,False,False,2025-11-19
C006788,2024-02-10,north_america,influencer,690,2.117,200.05,4,200.05,6.25,True,False,2025-06-22
C006789,2024-07-09,north_america,affiliate,540,2.706,193.81,4,193.81,7.5,False,True,2025-10-28
C006790,2025-05-23,north_america,direct,222,3.291,133.16,2,133.16,12.5,True,False,2025-08-17
C006791,2025-07-24,uk,direct,160,4.566,187.94,2,187.94,5.0,False,False,2025-12-23
C006792,2024-06-27,uk,email,552,6.617,477.22,10,477.22,9.5,True,False,2025-12-22
C006793,2024-09-24,uk,organic_search,463,2.367,118.77,3,118.77,10.0,False,False,2025-08-27
C006794,2024-03-04,uk,paid_social,667,6.024,644.56,11,644.56,9.09,True,False,2025-10-26
C006795,2025-10-15,uk,paid_social,77,4.0,55.99,1,55.99,0.0,True,False,2025-10-15
C006796,2024-04-05,europe,email,635,1.726,203.35,3,203.35,18.33,True,False,2024-11-19
C006797,2024-03-20,north_america,influencer,651,2.244,169.95,4,169.95,5.0,False,False,2025-07-21
C006798,2025-03-06,rest_of_world,influencer,300,2.435,86.77,2,86.77,15.0,True,False,2025-03-27
C006799,2025-10-12,north_america,email,80,4.0,71.98,1,71.98,10.0,False,False,2025-10-12
C006800,2024-11-12,north_america,paid_social,414,2.647,188.27,3,188.27,3.33,False,False,2025-11-11
C006801,2025-09-09,uk,direct,113,6.465,56.18,2,56.18,5.0,True,False,2025-10-01
C006802,2025-01-19,north_america,paid_social,346,4.223,203.94,4,203.94,8.75,False,False,2025-12-09
C006803,2024-03-13,uk,influencer,658,3.886,399.92,7,399.92,5.71,False,False,2025-10-24
C006804,2025-08-03,asia_pacific,direct,150,2.435,36.99,1,36.99,0.0,False,False,2025-08-03
C006805,2025-01-20,north_america,affiliate,345,6.352,321.09,6,321.09,7.5,False,False,2025-11-04
C006806,2024-11-23,north_america,email,403,2.719,164.01,3,164.01,5.0,True,False,2025-10-01
C006807,2025-10-03,north_america,paid_social,89,8.0,73.98,2,73.98,0.0,False,False,2025-11-30
