transaction_id,customer_id,transaction_date,product_id,product_name,product_category,product_price,unit_cost,list_price,selling_price,discount_amount,discount_percent,quantity,order_value,gross_margin,customer_region,acquisition_channel,customer_tenure_days,purchase_frequency,prior_spending,price_increase_occurred,churned
T00029191,C007467,2024-03-26,P0035,Motion Lightweight Jacket,outerwear,89.99,45.19,89.99,89.99,0.0,0.0,1,89.99,44.8,north_america,paid_social,0,0.0,0.0,False,False
T00029192,C007467,2025-04-07,P0041,Tempo Water Bottle,accessories,21.99,8.72,21.99,21.99,0.0,0.0,1,21.99,13.27,north_america,paid_social,377,0.969,89.99,False,False
T00029193,C007467,2025-05-22,P0029,Core Running Shorts,shorts,35.99,16.04,35.99,35.99,0.0,0.0,1,35.99,19.95,north_america,paid_social,422,1.731,111.98,False,False
T00029194,C007467,2025-10-08,P0038,Apex Training Cap,accessories,23.99,11.97,23.99,19.19,9.6,20.0,2,38.38,14.44,north_america,paid_social,561,1.953,147.97,False,False
T00029195,C007467,2025-11-24,P0022,Tempo Fleece Hoodie,hoodies,66.99,23.89,66.99,53.59,26.8,20.0,2,107.18,59.4,north_america,paid_social,608,2.403,186.35,False,False
T00029196,C007468,2024-09-29,P0017,Tempo Long Sleeve Top,training_tops,33.99,16.09,33.99,27.19,6.8,20.0,1,27.19,11.1,uk,paid_social,0,0.0,0.0,False,False
T00029197,C007468,2025-03-01,P0003,Motion Seamless Leggings,leggings,54.99,20.19,54.99,43.99,11.0,20.0,1,43.99,23.8,uk,paid_social,153,2.387,27.19,False,False
T00029198,C007468,2025-04-17,P0006,Pulse Pocket Leggings,leggings,48.99,23.2,48.99,34.29,14.7,30.0,1,34.29,11.09,uk,paid_social,200,3.653,71.18,False,False
T00029199,C007468,2025-05-30,P0020,Motion Zip Hoodie,hoodies,71.99,28.3,71.99,71.99,0.0,0.0,1,71.99,43.69,uk,paid_social,243,4.509,105.47,True,False
T00029200,C007468,2025-06-21,P0041,Tempo Water Bottle,accessories,21.99,8.72,21.99,16.5,10.99,25.0,2,32.99,15.55,uk,paid_social,265,5.513,177.46,False,False
T00029201,C007469,2025-02-08,P0006,Pulse Pocket Leggings,leggings,48.99,23.2,48.99,48.99,0.0,0.0,1,48.99,25.79,uk,influencer,0,0.0,0.0,False,False
T00029202,C007469,2025-06-23,P0015,Lift Performance Top,training_tops,32.99,16.01,32.99,26.39,13.2,20.0,2,52.78,20.76,uk,influencer,135,2.706,48.99,False,False
T00029203,C007469,2025-08-30,P0028,Apex Training Shorts,shorts,30.99,15.11,30.99,24.79,6.2,20.0,1,24.79,9.68,uk,influencer,203,3.599,101.77,False,False
T00029204,C007469,2025-12-23,P0021,Lift Oversized Hoodie,hoodies,70.99,26.7,70.99,60.34,10.65,15.0,1,60.34,33.64,uk,influencer,318,3.446,126.56,False,False
T00029205,C007470,2024-12-31,P0005,Contour High-Rise Leggings,leggings,43.99,18.32,43.99,39.59,4.4,10.0,1,39.59,21.27,europe,paid_social,0,0.0,0.0,False,False
T00029206,C007470,2025-07-10,P0026,Lift Tapered Joggers,joggers,58.99,28.66,58.99,53.09,17.7,10.0,3,159.27,73.29,europe,paid_social,191,1.912,39.59,False,False
T00029207,C007470,2025-08-16,P0007,Apex Support Sports Bra,sports_bras,31.99,14.19,31.99,31.99,0.0,0.0,1,31.99,17.8,europe,paid_social,228,3.204,198.86,False,False
T00029208,C007470,2025-09-26,P0014,Motion Crop Tee,training_tops,33.99,15.99,33.99,33.99,0.0,0.0,1,33.99,18.0,europe,paid_social,269,4.073,230.85,False,False
T00029209,C007470,2025-12-04,P0029,Core Running Shorts,shorts,35.99,16.04,35.99,35.99,0.0,0.0,2,71.98,39.9,europe,paid_social,338,4.322,264.84,False,False
T00029210,C007471,2025-04-18,P0022,Tempo Fleece Hoodie,hoodies,66.99,23.89,66.99,53.59,26.8,20.0,2,107.18,59.4,uk,influencer,0,0.0,0.0,False,False
T00029211,C007471,2025-06-01,P0015,Lift Performance Top,training_tops,32.99,16.01,32.99,32.99,0.0,0.0,2,65.98,33.96,uk,influencer,44,4.0,107.18,False,False
T00029212,C007471,2025-09-16,P0032,Tempo Woven Shorts,shorts,39.99,17.53,39.99,39.99,0.0,0.0,1,39.99,22.46,uk,influencer,151,4.838,173.16,False,False
T00029213,C007471,2025-10-10,P0019,Core Pullover Hoodie,hoodies,68.99,27.64,68.99,55.19,27.6,20.0,2,110.38,55.1,uk,influencer,175,6.261,213.15,False,False
T00029214,C007471,2025-11-14,P0035,Motion Lightweight Jacket,outerwear,89.99,45.19,89.99,89.99,0.0,0.0,1,89.99,44.8,uk,influencer,210,6.957,323.53,False,False
T00029215,C007472,2025-05-08,P0022,Tempo Fleece Hoodie,hoodies,66.99,23.89,66.99,50.24,16.75,25.0,1,50.24,26.35,asia_pacific,paid_social,0,0.0,0.0,False,True
T00029216,C007472,2025-05-29,P0024,Core Fleece Joggers,joggers,54.99,25.98,54.99,54.99,0.0,0.0,1,54.99,29.01,asia_pacific,paid_social,21,4.0,50.24,False,True
T00029217,C007472,2025-08-31,P0003,Motion Seamless Leggings,leggings,54.99,20.19,54.99,49.49,5.5,10.0,1,49.49,29.3,asia_pacific,paid_social,115,6.352,105.23,False,True
T00029218,C007472,2025-10-16,P0017,Tempo Long Sleeve Top,training_tops,33.99,16.09,33.99,30.59,6.8,10.0,2,61.18,29.0,asia_pacific,paid_social,161,6.806,154.72,False,True
T00029219,C007473,2024-11-15,P0022,Tempo Fleece Hoodie,hoodies,66.99,23.89,66.99,66.99,0.0,0.0,1,66.99,43.1,europe,paid_social,0,0.0,0.0,False,True
T00029220,C007473,2024-12-19,P0041,Tempo Water Bottle,accessories,21.99,8.72,21.99,18.69,6.6,15.0,2,37.38,19.94,europe,paid_social,34,4.0,66.99,False,True
T00029221,C007473,2025-01-26,P0035,Motion Lightweight Jacket,outerwear,89.99,45.19,89.99,89.99,0.0,0.0,2,179.98,89.6,europe,paid_social,72,8.0,104.37,False,True
T00029222,C007473,2025-03-19,P0037,Core Crew Socks,accessories,21.99,7.77,21.99,18.69,3.3,15.0,1,18.69,10.92,europe,paid_social,124,8.837,284.35,False,True
T00029223,C007473,2025-05-07,P0039,Motion Duffel Bag,accessories,17.99,7.29,17.99,17.99,0.0,0.0,1,17.99,10.7,europe,paid_social,173,8.445,303.04,False,True
T00029224,C007473,2025-05-27,P0003,Motion Seamless Leggings,leggings,54.99,20.19,54.99,49.49,5.5,10.0,1,49.49,29.3,europe,paid_social,193,9.462,321.03,False,True
T00029225,C007473,2025-07-12,P0041,Tempo Water Bottle,accessories,21.99,8.72,21.99,19.79,2.2,10.0,1,19.79,11.07,europe,paid_social,239,9.169,370.52,False,True
T00029226,C007473,2025-11-09,P0013,Core Fitted Tank,training_tops,30.99,16.06,30.99,30.99,0.0,0.0,1,30.99,14.93,europe,paid_social,359,7.122,390.31,False,True
T00029227,C007473,2025-12-20,P0001,Apex Sculpt Leggings,leggings,52.99,18.22,52.99,45.04,15.9,15.0,2,90.08,53.64,europe,paid_social,400,7.305,421.3,False,True
T00029228,C007474,2024-04-18,P0005,Contour High-Rise Leggings,leggings,43.99,18.32,43.99,43.99,0.0,0.0,1,43.99,25.67,uk,direct,0,0.0,0.0,False,False
T00029229,C007474,2024-05-29,P0024,Core Fleece Joggers,joggers,54.99,25.98,54.99,46.74,16.5,15.0,2,93.48,41.52,uk,direct,41,4.0,43.99,False,False
T00029230,C007474,2024-06-23,P0033,Apex Training Jacket,outerwear,83.99,43.34,83.99,75.59,16.8,10.0,2,151.18,64.5,uk,direct,66,8.0,137.47,False,False
T00029231,C007474,2024-11-05,P0027,Tempo Woven Joggers,joggers,58.99,20.55,58.99,58.99,0.0,0.0,1,58.99,38.44,uk,direct,201,5.451,288.65,False,False
T00029232,C007474,2024-12-22,P0012,Apex Training Tee,training_tops,33.99,15.36,33.99,27.19,13.6,20.0,2,54.38,23.66,uk,direct,248,5.891,347.64,False,False
T00029233,C007474,2025-05-17,P0041,Tempo Water Bottle,accessories,21.99,8.72,21.99,19.79,2.2,10.0,1,19.79,11.07,uk,direct,394,4.635,402.02,False,False
T00029234,C007474,2025-07-02,P0008,Core Strappy Sports Bra,sports_bras,37.99,14.0,37.99,37.99,0.0,0.0,2,75.98,47.98,uk,direct,440,4.981,421.81,False,False
T00029235,C007474,2025-08-16,P0040,Lift Wrist Wraps,accessories,21.99,10.87,21.99,21.99,0.0,0.0,2,43.98,22.24,uk,direct,485,5.272,497.79,False,False
T00029236,C007474,2025-09-30,P0017,Tempo Long Sleeve Top,training_tops,35.99,16.09,35.99,35.99,0.0,0.0,1,35.99,19.9,uk,direct,530,5.513,541.77,True,False
T00029237,C007475,2025-08-03,P0007,Apex Support Sports Bra,sports_bras,31.99,14.19,31.99,25.59,6.4,20.0,1,25.59,11.4,north_america,influencer,0,0.0,0.0,False,False
T00029238,C007475,2025-11-29,P0027,Tempo Woven Joggers,joggers,58.99,20.55,58.99,58.99,0.0,0.0,2,117.98,76.88,north_america,influencer,118,3.095,25.59,False,False
T00029239,C007476,2025-07-18,P0032,Tempo Woven Shorts,shorts,39.99,17.53,39.99,35.99,4.0,10.0,1,35.99,18.46,uk,email,0,0.0,0.0,False,False
T00029240,C007476,2025-09-07,P0021,Lift Oversized Hoodie,hoodies,70.99,26.7,70.99,63.89,7.1,10.0,1,63.89,37.19,uk,email,51,4.0,35.99,False,False
T00029241,C007477,2024-07-11,P0031,Lift Hybrid Shorts,shorts,36.99,14.39,36.99,36.99,0.0,0.0,1,36.99,22.6,uk,direct,0,0.0,0.0,False,True
T00029242,C007477,2024-10-08,P0003,Motion Seamless Leggings,leggings,54.99,20.19,54.99,54.99,0.0,0.0,2,109.98,69.6,uk,direct,89,4.0,36.99,False,True
T00029243,C007477,2025-01-09,P0005,Contour High-Rise Leggings,leggings,43.99,18.32,43.99,43.99,0.0,0.0,1,43.99,25.67,uk,direct,182,4.014,146.97,False,True
T00029244,C007477,2025-07-05,P0005,Contour High-Rise Leggings,leggings,43.99,18.32,43.99,43.99,0.0,0.0,1,43.99,25.67,uk,direct,359,3.052,190.96,False,True
T00029245,C007477,2025-08-29,P0038,Apex Training Cap,accessories,23.99,11.97,23.99,21.59,4.8,10.0,2,43.18,19.24,uk,direct,414,3.529,234.95,False,True
T00029246,C007477,2025-10-03,P0027,Tempo Woven Joggers,joggers,58.99,20.55,58.99,53.09,5.9,10.0,1,53.09,32.54,uk,direct,449,4.067,278.13,False,True
T00029247,C007477,2025-12-29,P0010,Lift High-Support Bra,sports_bras,34.99,13.72,34.99,26.24,8.75,25.0,1,26.24,12.52,uk,direct,536,4.089,331.22,False,True
T00029248,C007478,2025-01-22,P0003,Motion Seamless Leggings,leggings,54.99,20.19,54.99,54.99,0.0,0.0,3,164.97,104.4,asia_pacific,paid_social,0,0.0,0.0,False,True
T00029249,C007479,2025-07-02,P0030,Motion Bike Shorts,shorts,32.99,12.21,32.99,28.04,4.95,15.0,1,28.04,15.83,europe,email,0,0.0,0.0,False,False
T00029250,C007479,2025-08-04,P0028,Apex Training Shorts,shorts,33.99,15.11,33.99,28.89,15.3,15.0,3,86.67,41.34,europe,email,33,4.0,28.04,True,False
T00029251,C007479,2025-12-04,P0015,Lift Performance Top,training_tops,36.99,16.01,36.99,33.29,3.7,10.0,1,33.29,17.28,europe,email,155,4.713,114.71,True,False
T00029252,C007480,2025-05-10,P0008,Core Strappy Sports Bra,sports_bras,37.99,14.0,37.99,37.99,0.0,0.0,1,37.99,23.99,north_america,email,0,0.0,0.0,False,False
T00029253,C007480,2025-06-09,P0026,Lift Tapered Joggers,joggers,58.99,28.66,58.99,58.99,0.0,0.0,1,58.99,30.33,north_america,email,30,4.0,37.99,False,False
T00029254,C007480,2025-10-03,P0020,Motion Zip Hoodie,hoodies,66.99,28.3,66.99,66.99,0.0,0.0,1,66.99,38.69,north_america,email,146,5.003,96.98,False,False
T00029255,C007481,2025-08-18,P0013,Core Fitted Tank,training_tops,32.99,16.06,32.99,26.39,6.6,20.0,1,26.39,10.33,north_america,paid_social,0,0.0,0.0,True,False
T00029256,C007481,2025-12-27,P0017,Tempo Long Sleeve Top,training_tops,33.99,16.09,33.99,27.19,6.8,20.0,1,27.19,11.1,north_america,paid_social,131,2.788,26.39,False,False
T00029257,C007482,2025-02-13,P0028,Apex Training Shorts,shorts,30.99,15.11,30.99,30.99,0.0,0.0,1,30.99,15.88,north_america,paid_social,0,0.0,0.0,False,False
T00029258,C007482,2025-07-08,P0016,Everyday Oversized Tee,training_tops,35.99,17.41,35.99,30.59,5.4,15.0,1,30.59,13.18,north_america,paid_social,145,2.519,30.99,False,False
T00029259,C007482,2025-10-31,P0014,Motion Crop Tee,training_tops,33.99,15.99,33.99,33.99,0.0,0.0,1,33.99,18.0,north_america,paid_social,260,2.81,61.58,False,False
T00029260,C007482,2025-12-19,P0013,Core Fitted Tank,training_tops,30.99,16.06,30.99,30.99,0.0,0.0,1,30.99,14.93,north_america,paid_social,309,3.546,95.57,False,False
T00029261,C007483,2025-01-31,P0016,Everyday Oversized Tee,training_tops,37.99,17.41,37.99,37.99,0.0,0.0,1,37.99,20.58,europe,affiliate,0,0.0,0.0,True,False
T00029262,C007483,2025-04-25,P0029,Core Running Shorts,shorts,35.99,16.04,35.99,35.99,0.0,0.0,2,71.98,39.9,europe,affiliate,84,4.0,37.99,False,False
T00029263,C007483,2025-06-21,P0025,Motion Training Joggers,joggers,48.99,25.3,48.99,36.74,36.74,25.0,3,110.23,34.33,europe,affiliate,141,5.181,109.97,False,False
T00029264,C007483,2025-12-23,P0030,Motion Bike Shorts,shorts,32.99,12.21,32.99,28.04,4.95,15.0,1,28.04,15.83,europe,affiliate,326,3.361,220.2,False,False
T00029265,C007484,2024-06-15,P0018,Apex Rest Day Hoodie,hoodies,59.99,29.78,59.99,53.99,18.0,10.0,3,161.97,72.63,north_america,paid_social,0,0.0,0.0,False,False
T00029266,C007484,2024-10-11,P0003,Motion Seamless Leggings,leggings,54.99,20.19,54.99,54.99,0.0,0.0,1,54.99,34.8,north_america,paid_social,118,3.095,161.97,False,False
T00029267,C007484,2025-11-20,P0019,Core Pullover Hoodie,hoodies,68.99,27.64,68.99,68.99,0.0,0.0,1,68.99,41.35,north_america,paid_social,523,1.397,216.96,False,False
T00029268,C007485,2025-07-18,P0007,Apex Support Sports Bra,sports_bras,31.99,14.19,31.99,31.99,0.0,0.0,1,31.99,17.8,north_america,organic_search,0,0.0,0.0,False,False
T00029269,C007485,2025-09-15,P0003,Motion Seamless Leggings,leggings,54.99,20.19,54.99,54.99,0.0,0.0,1,54.99,34.8,north_america,organic_search,59,4.0,31.99,False,False
T00029270,C007486,2024-02-10,P0002,Core Flex Leggings,leggings,53.99,25.2,53.99,53.99,0.0,0.0,1,53.99,28.79,uk,email,0,0.0,0.0,False,False
T00029271,C007486,2024-03-13,P0009,Motion Longline Sports Bra,sports_bras,41.99,14.37,41.99,41.99,0.0,0.0,1,41.99,27.62,uk,email,32,4.0,53.99,False,False
T00029272,C007486,2024-04-10,P0006,Pulse Pocket Leggings,leggings,48.99,23.2,48.99,48.99,0.0,0.0,1,48.99,25.79,uk,email,60,8.0,95.98,False,False
T00029273,C007486,2024-05-30,P0034,Core Puffer Vest,outerwear,81.99,30.49,81.99,81.99,0.0,0.0,1,81.99,51.5,uk,email,110,9.961,144.97,False,False
T00029274,C007486,2024-06-25,P0017,Tempo Long Sleeve Top,training_tops,33.99,16.09,33.99,25.49,8.5,25.0,1,25.49,9.4,uk,email,136,10.743,226.96,False,False
T00029275,C007486,2024-07-30,P0013,Core Fitted Tank,training_tops,34.99,16.06,34.99,29.74,15.75,15.0,3,89.22,41.04,uk,email,171,10.68,252.45,True,False
T00029276,C007486,2024-09-17,P0006,Pulse Pocket Leggings,leggings,48.99,23.2,48.99,41.64,7.35,15.0,1,41.64,18.44,uk,email,220,9.961,341.67,False,False
T00029277,C007486,2024-11-08,P0021,Lift Oversized Hoodie,hoodies,70.99,26.7,70.99,70.99,0.0,0.0,1,70.99,44.29,uk,email,272,9.4,383.31,False,False
T00029278,C007486,2024-12-21,P0013,Core Fitted Tank,training_tops,30.99,16.06,30.99,30.99,0.0,0.0,1,30.99,14.93,uk,email,315,9.276,454.3,False,False
T00029279,C007486,2025-04-27,P0017,Tempo Long Sleeve Top,training_tops,33.99,16.09,33.99,33.99,0.0,0.0,1,33.99,17.9,uk,email,442,7.437,485.29,False,False
T00029280,C007486,2025-06-07,P0002,Core Flex Leggings,leggings,53.99,25.2,53.99,53.99,0.0,0.0,1,53.99,28.79,uk,email,483,7.562,519.28,False,False
T00029281,C007486,2025-07-05,P0008,Core Strappy Sports Bra,sports_bras,37.99,14.0,37.99,37.99,0.0,0.0,2,75.98,47.98,uk,email,511,7.863,573.27,False,False
T00029282,C007486,2025-08-06,P0014,Motion Crop Tee,training_tops,33.99,15.99,33.99,27.19,6.8,20.0,1,27.19,11.2,uk,email,543,8.072,649.25,False,False
T00029283,C007486,2025-08-26,P0004,Lift Training Leggings,leggings,55.99,27.07,55.99,55.99,0.0,0.0,1,55.99,28.92,uk,email,563,8.434,676.44,False,False
T00029284,C007486,2025-09-17,P0038,Apex Training Cap,accessories,23.99,11.97,23.99,23.99,0.0,0.0,1,23.99,12.02,uk,email,585,8.741,732.43,False,False
T00029285,C007486,2025-12-03,P0025,Motion Training Joggers,joggers,51.99,25.3,51.99,44.19,15.6,15.0,2,88.38,37.78,uk,email,662,8.276,756.42,True,False
T00029286,C007487,2025-10-20,P0008,Core Strappy Sports Bra,sports_bras,39.99,14.0,39.99,31.99,8.0,20.0,1,31.99,17.99,north_america,influencer,0,0.0,0.0,True,False
T00029287,C007488,2025-10-18,P0013,Core Fitted Tank,training_tops,30.99,16.06,30.99,30.99,0.0,0.0,1,30.99,14.93,uk,organic_search,0,0.0,0.0,False,False
T00029288,C007489,2025-06-07,P0032,Tempo Woven Shorts,shorts,39.99,17.53,39.99,39.99,0.0,0.0,1,39.99,22.46,uk,paid_social,0,0.0,0.0,False,False
T00029289,C007489,2025-12-23,P0041,Tempo Water Bottle,accessories,21.99,8.72,21.99,17.59,4.4,20.0,1,17.59,8.87,uk,paid_social,199,1.835,39.99,False,False
T00029290,C007490,2025-07-09,P0011,Contour V-Neck Sports Bra,sports_bras,39.99,17.72,39.99,39.99,0.0,0.0,2,79.98,44.54,europe,influencer,0,0.0,0.0,False,False
T00029291,C007490,2025-08-07,P0017,Tempo Long Sleeve Top,training_tops,36.99,16.09,36.99,36.99,0.0,0.0,2,73.98,41.8,europe,influencer,29,4.0,79.98,True,False
T00029292,C007490,2025-10-27,P0033,Apex Training Jacket,outerwear,83.99,43.34,83.99,83.99,0.0,0.0,1,83.99,40.65,europe,influencer,110,6.641,153.96,False,False
T00029293,C007491,2024-07-05,P0015,Lift Performance Top,training_tops,32.99,16.01,32.99,28.04,9.9,15.0,2,56.08,24.06,north_america,email,0,0.0,0.0,False,False
T00029294,C007491,2025-02-10,P0003,Motion Seamless Leggings,leggings,54.99,20.19,54.99,46.74,8.25,15.0,1,46.74,26.55,north_america,email,220,1.66,56.08,False,False
T00029295,C007491,2025-09-29,P0035,Motion Lightweight Jacket,outerwear,89.99,45.19,89.99,80.99,18.0,10.0,2,161.98,71.6,north_america,email,451,1.62,102.82,False,False
T00029296,C007492,2025-03-20,P0021,Lift Oversized Hoodie,hoodies,70.99,26.7,70.99,70.99,0.0,0.0,2,141.98,88.58,asia_pacific,organic_search,0,0.0,0.0,False,False
T00029297,C007492,2025-10-23,P0041,Tempo Water Bottle,accessories,21.99,8.72,21.99,21.99,0.0,0.0,1,21.99,13.27,asia_pacific,organic_search,217,1.683,141.98,False,False
T00029298,C007493,2025-01-09,P0026,Lift Tapered Joggers,joggers,58.99,28.66,58.99,53.09,5.9,10.0,1,53.09,24.43,rest_of_world,direct,0,0.0,0.0,False,False
T00029299,C007494,2024-03-11,P0004,Lift Training Leggings,leggings,61.99,27.07,61.99,55.79,6.2,10.0,1,55.79,28.72,uk,organic_search,0,0.0,0.0,True,False
T00029300,C007494,2024-06-10,P0002,Core Flex Leggings,leggings,53.99,25.2,53.99,53.99,0.0,0.0,1,53.99,28.79,uk,organic_search,91,4.0,55.79,False,False
T00029301,C007494,2025-02-04,P0006,Pulse Pocket Leggings,leggings,48.99,23.2,48.99,48.99,0.0,0.0,1,48.99,25.79,uk,organic_search,330,2.214,109.78,False,False
T00029302,C007495,2024-11-08,P0036,Lift Zip Jacket,outerwear,93.99,37.37,93.99,93.99,0.0,0.0,1,93.99,56.62,uk,paid_social,0,0.0,0.0,False,False
T00029303,C007495,2024-12-10,P0018,Apex Rest Day Hoodie,hoodies,64.99,29.78,64.99,64.99,0.0,0.0,1,64.99,35.21,uk,paid_social,32,4.0,93.99,True,False
T00029304,C007495,2025-07-12,P0035,Motion Lightweight Jacket,outerwear,89.99,45.19,89.99,80.99,9.0,10.0,1,80.99,35.8,uk,paid_social,246,2.97,158.98,False,False
T00029305,C007495,2025-10-13,P0034,Core Puffer Vest,outerwear,81.99,30.49,81.99,65.59,32.8,20.0,2,131.18,70.2,uk,paid_social,339,3.232,239.97,False,False
T00029306,C007495,2025-11-15,P0014,Motion Crop Tee,training_tops,33.99,15.99,33.99,28.89,5.1,15.0,1,28.89,12.9,uk,paid_social,372,3.927,371.15,False,False
T00029307,C007496,2024-05-25,P0019,Core Pullover Hoodie,hoodies,68.99,27.64,68.99,68.99,0.0,0.0,1,68.99,41.35,north_america,affiliate,0,0.0,0.0,False,True
T00029308,C007496,2025-03-03,P0031,Lift Hybrid Shorts,shorts,39.99,14.39,39.99,27.99,12.0,30.0,1,27.99,13.6,north_america,affiliate,282,1.295,68.99,True,True
T00029309,C007496,2025-10-07,P0025,Motion Training Joggers,joggers,48.99,25.3,48.99,48.99,0.0,0.0,1,48.99,23.69,north_america,affiliate,500,1.461,96.98,False,True
T00029310,C007496,2025-11-16,P0022,Tempo Fleece Hoodie,hoodies,66.99,23.89,66.99,66.99,0.0,0.0,1,66.99,43.1,north_america,affiliate,540,2.029,145.97,False,True
T00029311,C007497,2025-03-20,P0038,Apex Training Cap,accessories,23.99,11.97,23.99,23.99,0.0,0.0,1,23.99,12.02,europe,email,0,0.0,0.0,False,False
T00029312,C007498,2024-03-19,P0003,Motion Seamless Leggings,leggings,54.99,20.19,54.99,46.74,16.5,15.0,2,93.48,53.1,asia_pacific,affiliate,0,0.0,0.0,False,False
T00029313,C007498,2024-08-01,P0016,Everyday Oversized Tee,training_tops,35.99,17.41,35.99,35.99,0.0,0.0,1,35.99,18.58,asia_pacific,affiliate,135,2.706,93.48,False,False
T00029314,C007498,2025-06-30,P0031,Lift Hybrid Shorts,shorts,36.99,14.39,36.99,36.99,0.0,0.0,1,36.99,22.6,asia_pacific,affiliate,468,1.561,129.47,False,False
T00029315,C007498,2025-08-10,P0025,Motion Training Joggers,joggers,48.99,25.3,48.99,44.09,9.8,10.0,2,88.18,37.58,asia_pacific,affiliate,509,2.153,166.46,False,False
T00029316,C007499,2025-06-07,P0008,Core Strappy Sports Bra,sports_bras,37.99,14.0,37.99,37.99,0.0,0.0,1,37.99,23.99,north_america,influencer,0,0.0,0.0,False,False
T00029317,C007499,2025-06-30,P0012,Apex Training Tee,training_tops,33.99,15.36,33.99,30.59,3.4,10.0,1,30.59,15.23,north_america,influencer,23,4.0,37.99,False,False
T00029318,C007499,2025-09-03,P0008,Core Strappy Sports Bra,sports_bras,39.99,14.0,39.99,39.99,0.0,0.0,3,119.97,77.97,north_america,influencer,88,8.0,68.58,True,False
T00029319,C007499,2025-10-19,P0009,Motion Longline Sports Bra,sports_bras,41.99,14.37,41.99,41.99,0.0,0.0,1,41.99,27.62,north_america,influencer,134,8.177,188.55,False,False
T00029320,C007499,2025-11-23,P0020,Motion Zip Hoodie,hoodies,66.99,28.3,66.99,53.59,40.19,20.0,3,160.78,75.88,north_america,influencer,169,8.645,230.54,False,False
T00029321,C007500,2025-09-29,P0006,Pulse Pocket Leggings,leggings,48.99,23.2,48.99,48.99,0.0,0.0,1,48.99,25.79,north_america,paid_social,0,0.0,0.0,False,False
T00029322,C007500,2025-10-23,P0036,Lift Zip Jacket,outerwear,93.99,37.37,93.99,93.99,0.0,0.0,1,93.99,56.62,north_america,paid_social,24,4.0,48.99,False,False
T00029323,C007500,2025-11-21,P0008,Core Strappy Sports Bra,sports_bras,37.99,14.0,37.99,34.19,3.8,10.0,1,34.19,20.19,north_america,paid_social,53,8.0,142.98,False,False
T00029324,C007501,2024-01-30,P0035,Motion Lightweight Jacket,outerwear,89.99,45.19,89.99,76.49,13.5,15.0,1,76.49,31.3,uk,organic_search,0,0.0,0.0,False,False
T00029325,C007501,2024-04-22,P0026,Lift Tapered Joggers,joggers,58.99,28.66,58.99,47.19,23.6,20.0,2,94.38,37.06,uk,organic_search,83,4.0,76.49,False,False
T00029326,C007501,2024-06-06,P0005,Contour High-Rise Leggings,leggings,43.99,18.32,43.99,43.99,0.0,0.0,1,43.99,25.67,uk,organic_search,128,5.707,170.87,False,False
T00029327,C007501,2024-07-17,P0041,Tempo Water Bottle,accessories,21.99,8.72,21.99,21.99,0.0,0.0,1,21.99,13.27,uk,organic_search,169,6.484,214.86,False,False
T00029328,C007501,2024-09-09,P0036,Lift Zip Jacket,outerwear,93.99,37.37,93.99,93.99,0.0,0.0,2,187.98,113.24,uk,organic_search,223,6.552,236.85,False,False
T00029329,C007501,2024-10-08,P0002,Core Flex Leggings,leggings,53.99,25.2,53.99,53.99,0.0,0.0,1,53.99,28.79,uk,organic_search,252,7.247,424.83,False,False
T00029330,C007501,2024-11-23,P0016,Everyday Oversized Tee,training_tops,35.99,17.41,35.99,26.99,9.0,25.0,1,26.99,9.58,uk,organic_search,298,7.354,478.82,False,False
T00029331,C007501,2024-12-14,P0026,Lift Tapered Joggers,joggers,58.99,28.66,58.99,58.99,0.0,0.0,1,58.99,30.33,uk,organic_search,319,8.015,505.81,False,False
T00029332,C007501,2025-10-27,P0020,Motion Zip Hoodie,hoodies,66.99,28.3,66.99,66.99,0.0,0.0,2,133.98,77.38,uk,organic_search,636,4.594,564.8,False,False
T00029333,C007501,2025-12-17,P0028,Apex Training Shorts,shorts,30.99,15.11,30.99,26.34,4.65,15.0,1,26.34,11.23,uk,organic_search,687,4.785,698.78,False,False
T00029334,C007502,2024-07-26,P0022,Tempo Fleece Hoodie,hoodies,66.99,23.89,66.99,53.59,26.8,20.0,2,107.18,59.4,uk,email,0,0.0,0.0,False,False
T00029335,C007502,2024-08-20,P0007,Apex Support Sports Bra,sports_bras,31.99,14.19,31.99,31.99,0.0,0.0,2,63.98,35.6,uk,email,25,4.0,107.18,False,False
T00029336,C007502,2024-11-15,P0033,Apex Training Jacket,outerwear,83.99,43.34,83.99,71.39,25.2,15.0,2,142.78,56.1,uk,email,112,6.522,171.16,False,False
T00029337,C007502,2024-12-09,P0005,Contour High-Rise Leggings,leggings,43.99,18.32,43.99,43.99,0.0,0.0,1,43.99,25.67,uk,email,136,8.057,313.94,False,False
T00029338,C007502,2025-01-26,P0011,Contour V-Neck Sports Bra,sports_bras,39.99,17.72,39.99,39.99,0.0,0.0,1,39.99,22.27,uk,email,184,7.94,357.93,False,False
T00029339,C007502,2025-04-18,P0026,Lift Tapered Joggers,joggers,58.99,28.66,58.99,47.19,23.6,20.0,2,94.38,37.06,uk,email,266,6.866,397.92,False,False
T00029340,C007502,2025-06-04,P0006,Pulse Pocket Leggings,leggings,48.99,23.2,48.99,41.64,7.35,15.0,1,41.64,18.44,uk,email,313,7.002,492.3,False,False
T00029341,C007502,2025-10-06,P0019,Core Pullover Hoodie,hoodies,68.99,27.64,68.99,62.09,6.9,10.0,1,62.09,34.45,uk,email,437,5.851,533.94,False,False
